# Pathway	MHS328_genefamilies_Abundance	MHS329_genefamilies_Abundance	MHS330_genefamilies_Abundance	MHS331_genefamilies_Abundance	MHS332_genefamilies_Abundance	MHS333_genefamilies_Abundance	MHS334_genefamilies_Abundance	MHS335_genefamilies_Abundance	MHS336_genefamilies_Abundance	MHS337_genefamilies_Abundance	MHS338_genefamilies_Abundance	MHS339_genefamilies_Abundance	MHS341_genefamilies_Abundance	MHS342_genefamilies_Abundance	MHS343_genefamilies_Abundance	MHS344_genefamilies_Abundance	MHS345_genefamilies_Abundance	MHS347_genefamilies_Abundance	MHS349_genefamilies_Abundance	MHS350_genefamilies_Abundance	MHS351_genefamilies_Abundance	MHS355_genefamilies_Abundance	MHS357_genefamilies_Abundance	MHS358_genefamilies_Abundance	MHS360_genefamilies_Abundance	MHS361_genefamilies_Abundance	MHS362_genefamilies_Abundance	MHS363_genefamilies_Abundance	MHS364_genefamilies_Abundance	MHS365_genefamilies_Abundance	MHS366_genefamilies_Abundance	MHS367_genefamilies_Abundance	MHS368_genefamilies_Abundance	MHS369_genefamilies_Abundance	MHS370_genefamilies_Abundance	MHS371_genefamilies_Abundance	MHS372_genefamilies_Abundance	MHS373_genefamilies_Abundance	MHS374_genefamilies_Abundance	MHS375_genefamilies_Abundance	MHS376_genefamilies_Abundance	MHS377_genefamilies_Abundance	MHS378_genefamilies_Abundance	MHS379_genefamilies_Abundance	MHS380_genefamilies_Abundance	MHS381_genefamilies_Abundance	MHS382_genefamilies_Abundance	MHS383_genefamilies_Abundance	MHS384_genefamilies_Abundance	MHS385_genefamilies_Abundance	MHS386_genefamilies_Abundance	MHS387_genefamilies_Abundance	MHS388_genefamilies_Abundance	MHS389_genefamilies_Abundance	MHS390_genefamilies_Abundance	MHS391_genefamilies_Abundance	MHS392_genefamilies_Abundance	MHS393_genefamilies_Abundance	MHS394_genefamilies_Abundance	MHS396_genefamilies_Abundance	MHS398_genefamilies_Abundance	MHS399_genefamilies_Abundance	MHS402_genefamilies_Abundance	MHS405_genefamilies_Abundance	MHS406_genefamilies_Abundance	MHS407_genefamilies_Abundance	MHS408_genefamilies_Abundance	MHS409_genefamilies_Abundance	MHS410_genefamilies_Abundance	MHS411_genefamilies_Abundance	MHS412_genefamilies_Abundance	MHS413_genefamilies_Abundance	MHS414_genefamilies_Abundance	MHS415_genefamilies_Abundance	MHS416_genefamilies_Abundance	MHS418_genefamilies_Abundance	MHS419_genefamilies_Abundance	MHS421_genefamilies_Abundance	MHS422_genefamilies_Abundance	MHS423_genefamilies_Abundance	MHS424_genefamilies_Abundance	MHS425_genefamilies_Abundance	MHS426_genefamilies_Abundance	MHS427_genefamilies_Abundance	MHS428_genefamilies_Abundance	MHS429_genefamilies_Abundance	MHS430_genefamilies_Abundance	MHS432_genefamilies_Abundance	MHS433_genefamilies_Abundance	MHS434_genefamilies_Abundance	MHS435_genefamilies_Abundance	MHS436_genefamilies_Abundance	MHS437_genefamilies_Abundance	MHS438_genefamilies_Abundance	MHS439_genefamilies_Abundance	MHS440_genefamilies_Abundance	MHS441_genefamilies_Abundance	MHS442_genefamilies_Abundance	MHS443_genefamilies_Abundance	MHS593_genefamilies_Abundance	MHS594_genefamilies_Abundance	MHS598_genefamilies_Abundance
M00047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4603	0	0	0	13.6808	0	0	0	0	0	3.59065	0	0	0	0	0	0	0	0	0	0	0	0	0
M00049	664.373	332.802	0	1358.86	1492.09	834.202	261.55	0	739.502	215.786	256.639	343.315	407.614	18.4201	236.344	0	39.3547	1053.82	1088.28	807.045	434.357	1282.86	77.2382	474.767	0	113.025	422.586	588.423	1108.01	0	306.4	300.168	152.406	292.914	880.171	359.207	950.175	707.395	630.369	43.0392	494.256	742.039	1294.68	1375.82	406.577	1098.37	491.734	639.755	1394.68	328.201	1084.02	270.589	929.914	1046.27	1532.71	1220.63	1117.29	486.247	1163.68	1226.46	1239	276.136	1341.89	746.343	1025.1	1239.4	365.817	1060.63	658.669	1173.76	617.675	847.337	875.158	1525.54	433.539	964.523	547.373	406.922	826.055	255.09	276.308	639.208	698.92	697.182	359	305.175	789.033	478.672	1110.59	688.776	940.418	816.686	759.428	861.259	910.819	497.636	185.466	392.301	773.995	283.552	744.575	930.247
M00050	1188.55	746.104	573.67	1208.95	2725.05	685.326	0	208.343	1257.94	140.058	181.295	716.703	1663.98	459.155	368.472	0	57.8201	1839.55	769.43	680.977	629.856	638.439	893.561	158.119	0	0	413.119	703.823	1506.53	172.746	423.774	941.415	460.301	452.526	1780.35	557.057	1875.57	804.985	543.31	376.381	295.362	2425.16	745.866	1473.56	631.509	889.649	805.258	1288.12	866.489	631.742	760.659	406.372	648.253	846.467	1539.55	1882.43	2208.83	372.363	685.434	509.623	2211.95	157.928	2027.7	254.907	646.264	638.492	567.589	2376.66	1108.04	757.186	1186.72	1727.82	493.041	1227.2	419.661	757.655	396.449	389.73	402.501	387.633	349.336	1076.11	339.826	571.888	1030.55	189.896	714.648	447.475	930.249	1324.07	1122.82	1770.25	250.214	431.924	894.211	436.411	475.509	381.829	668.743	482.285	477.496	2100.13
M00055	0	0	0	57.1064	0	50.5254	0	0	27.7864	0	0	0	0	0	0	0	0	0	18.4978	41.5615	0	94.8141	0	0	0	0	0	0	0	0	0	0	0	43.4989	0	51.5714	0	29.8385	0	0	25.0753	0	43.0762	32.1518	63.0828	0	0	0	73.9794	0	84.6991	0	41.3636	40.7346	10.0258	0	0	63.9684	74.9253	66.6772	0	0	0	0	66.7695	77.792	74.5258	0	0	17.7614	32.5921	0	67.167	20.1187	52.3003	0	5.65883	38.0868	53.3455	0	27.1352	14.044	0	0	0	0	0	0	0	0	0	0	0	20.9165	41.0022	12.9741	0	30.959	63.4467	56.8582	41.4545	9.41398
M00060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.3956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00063	0	0	0	0	0	0	0	142.972	0	0	0	0	0	0	1.26422	0	0	8.66705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46224	0	0	0	0	0	0	0	0	0	0	1.0052	0	0	0	0	38.4954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161.925	0	22.3515	1.4816	0	0	0	0	0	0	23.1808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.47449	0	0	0	0
M00066	13.2895	112.015	0	117.203	0	59.0084	79.3219	0	69.5845	0	0	0	0	0	236.73	0	0	0	24.8351	147.763	26.2716	116.321	0	148.602	0	0	0	0	0	0	0	70.6271	19.5513	98.6931	0	169.909	1.73242	64.6612	0	0	53.9987	0	85.3097	34.1817	93.88	0	0	0	122.55	0	167.093	57.4175	133.39	79.486	26.4323	35.6839	0	102.913	135.996	113.483	0	0	0	99.7202	89.5202	122.598	132.745	0	0	60.3324	69.26	0	122.76	28.3811	124.623	0	19.7538	48.2198	99.6628	63.6989	30.6614	23.3047	18.1403	23.8019	0	89.5991	7.45289	23.4006	0	0	0	0	25.4608	78.8989	104.868	52.7501	120.968	66.4935	105.658	103.793	67.2858	13.138
M00073	0	107.205	0	242.616	0	178.807	0	0	85.9218	0	0	0	0	50.6317	166.82	0	0	0	87.8408	182.477	70.0021	406.432	0	0	0	0	22.149	0	0	0	0	0	90.6122	122.402	0	183.603	4.70597	119.929	0	0	119.574	0	192.424	159.646	167.145	0	0	0	358.997	0	454.472	129.633	223.28	263.299	51.6702	32.8461	0	194.898	344.88	345.257	0	0	0	334.364	285.304	410.953	210.981	0	0	147.282	179.162	0	315.836	88.3305	232.648	0	65.4482	121.135	220.942	149.082	85.9269	36.5017	80.4793	70.8912	0	119.615	63.4147	50.9529	0	0	0	0	134.995	315.365	296.414	128.318	77.5751	76.9261	240.281	185.092	236.74	27.4932
M00075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.8614	0	0	0	0	0	0	0	45.8527	0	0	0	0	0	0	0	0	0	0	0.794819	0	0	0	0	0	1.26187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26128	0	0	0	0	0	1.22041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00075-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17279	0	0	0	0.852944	0	0	0	0	0	1.73182	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00088	253.535	252.932	220.648	331.486	1255.95	264.102	15.3877	172.819	443.554	153.601	33.0151	0	21.613	195.359	306.207	0	0	440.947	363.989	1050.86	423.084	492.286	261.533	159.889	0	0	161.643	14.5749	531.694	99.0685	166.514	589.857	363.562	321.502	758.214	497.206	707.869	356.149	75.9486	373.108	186.757	931.765	319.368	223.283	402.112	0	187.994	865.93	466.042	82.6678	453.522	285.45	203.426	353.336	116.439	222.096	667.987	312.73	615.612	398.984	564.373	59.3761	450.914	597.43	306.187	503.86	548.125	843.182	229.08	212.932	356.786	556.076	485.547	92.9732	464.901	65.1476	73.4361	257.545	550.395	291.273	168.473	263.351	208.735	122.135	440.149	126.339	254.787	128.705	199.961	319.436	89.9688	247.869	326.926	467.257	448.773	343.791	249.397	197.649	481.251	338.17	437.989	707.063
M00088-1	49.9805	0	7.4605	6.21792	2.52798	3.75115	5.08858	0	0	0	0	0	0	23.9371	0	0	0	8.03053	0	0	2.55344	0	62.6745	43.0935	0	0	0	0	0	0	0	0	0	0	0	0	0	8.39261	0	71.7974	0	0	0	5.65917	0	2.96388	0	238.307	0.936463	0	1.94705	0	6.38524	4.29469	0	0	1.34753	5.52403	2.10913	2.6051	39.7092	0	1.44075	0	0	0.685228	0	6.3237	1010.22	2.61823	19.4896	7.33967	0	0	0	0	0	2.11139	16.9097	0	8.50617	2.50443	15.8473	0	13.772	0	0	0	7.20739	0	9.05255	14.0736	0	0	0	0	0	0	6.6596	0.535814	0	24.2884
M00088-2	130.903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.12106	0	0	0	0	0	0	0	0	0	0	0	0	0	121.015	0	0	0	0	36.5316	0	0	0	0	0	15.2301	0	68.1482	0	0	0	0	0	0	0	0	0	0	0	0	19.4525	0	0	0	0	0.980327	0	4.41922	233.858	0	0	2.06929	0	0	0	4.47183	0	0	0	0	0	0	0	12.094	0	0	0	0	0	0	0	10.2514	0	0	0	0	0	0	0	0	0	2.94848
M00093	17.1849	118.831	0	244.773	0	314.697	0	207.551	148.697	0	0	0	39.0867	44.1597	307.131	0	0	8.64814	111.321	251.513	125.392	401.15	0	19.2032	0	0	67.4451	0	4.85539	0	118.874	104.627	37.6312	149.121	0	209.699	13.406	166.721	7.25762	69.9508	184.106	0	204.097	138.795	175.508	0	19.2014	1.57179	347.339	23.3252	322.134	187.179	206.376	194.876	47.9911	62.2739	0	200.596	327.178	261.976	11.5822	0	0	277.685	301.832	233.188	224.254	2.68968	94.2221	180.385	148.471	6.08564	183.028	112.769	231.727	85.9104	57.4272	127.509	206.331	123.163	121.522	142.392	88.0446	61.7298	0	126.797	43.9251	10.0094	0	0	0	0	111.831	161.34	173.58	168.479	56.7907	121.422	185.324	184.298	158.277	66.163
M00094	0	105.503	0	31.3335	0	52.4423	0	0	50.8734	0	0	0	0	0	86.6348	0	0	0	32.4996	183.081	100.905	104.247	0	0	0	0	0	0	0	0	0	38.976	0	85.4841	0	111.982	0	37.9375	0	0	49.9149	0	85.1365	20.708	80.2013	0	0	0	74.8719	0	113.038	0	32.0971	39.3761	10.1327	21.9225	0	66.7484	127.265	70.0364	0	0	0	55.9603	71.5582	70.3177	98.4618	0	0	28.3315	35.4734	0	49.8908	14.8718	97.4225	0	15.0031	63.7881	41.7551	19.3247	31.6197	0	0	0	0	64.4756	0	0	0	0	0	0	53.2128	84.5421	58.3606	70.5255	54.1499	52.5811	65.8439	69.7856	68.7014	13.4984
M00095	0	0	0	188.772	0	82.0751	0	0	105.364	0	0	0	0	0	0	0	0	0	149.684	0	0	205.508	0	8.44266	0	0	80.1116	0	16.2596	0	0	81.4907	0	0	0	0	56.0102	142.329	0	0	18.6692	0	46.3077	112.368	0	0	0	0	64.7076	14.7274	172.979	0	43.2835	189.961	54.7974	143.547	0	0	10.7365	85.7867	0	0	0	6.32582	61.1814	0	0	8.79437	0	129.802	0	0	138.167	33.6497	3.04408	0	0	62.7013	0	0	0	210.13	0	39.164	0	0	114.125	34.3513	0	0	0	0	0	46.0973	164.041	63.598	48.1789	2.61611	16.4223	3.42632	108.924	234.701
M00100	33.1516	127.122	0	226.441	0	261.595	0	0	149.931	5.58526	0	0	0	201.081	65.2814	0	0	0	239.167	362.4	193.852	439.954	0	354.483	0	0	87.524	0	0	0	96.9554	159.457	181.576	230.571	0	299.338	20.4562	228.325	25.0827	0	187.723	0	215.933	131.066	249.291	0	0	0	389.238	0	376.726	85.6761	323.13	204.699	45.4222	12.8873	1.38083	249.361	428.511	509.06	0	35.0103	0	520.522	372.503	424.84	319.907	1.70622	0.86358	150.436	248.935	0	310.683	95.9214	323.75	50.9148	56.5055	334.807	510.376	302.864	110.798	224.867	88.2625	26.0032	0	195.038	106.526	56.2707	0	0	0	0	281.052	415.947	321.966	210.134	39.1986	127.159	343.03	200.231	315.293	84.5422
M00102	0	55.3025	0	133.11	0	143.287	0	0	105.907	0	0	0	0	0	0	0	0	0	79.8113	374.336	148.762	271.885	0	0	0	0	0	0	0	0	0	107.17	85.7386	169.666	0	251.441	5.25159	107.621	0	0	85.2486	0	164.646	85.1878	182.046	0	0	0	205.06	0	239.736	208.63	134.73	114.885	23.7948	35.7496	0	202.765	305.324	195.906	0	0	0	212.322	156.007	242.671	242.047	0	0	57.4533	142.312	0	179.321	56.3458	190.004	24.0073	44.7205	137.974	144.773	126.262	62.3436	50.9199	59.2104	65.8679	0	106.949	53.972	15.5892	0	0	0	0	100.279	274.981	189.44	163.595	79.0007	114.288	222.001	199.703	176.282	50.5783
M00116	397.031	0	0	252.429	266.933	123.826	0	0	244.618	0	0	0	0	0	0	0	0	561.929	196.176	0	0	88.2976	106.49	0	0	0	44.8501	0	293.796	0	0	8.62685	0	0	482.43	0	469.438	221.848	0	117.243	25.2231	481.382	64.7939	209.2	0	5.50074	285.237	638.271	40.2206	0	90.9154	0	25.235	188.187	179.537	224	305.062	0	11.5367	89.8028	351.525	0	292.523	0	73.8119	17.6451	0	502.127	160.117	185.32	0	437.792	97.9378	48.2581	0	140.032	0	6.51526	47.9982	0	0	188.673	0	17.9261	114.145	0	249.029	133.822	255.14	210.942	264.571	344.845	0	0	78.8787	23.273	0	13.87	3.888	0	67.9479	392.493
M00119	676.089	83.3332	0	702.981	437.032	400.856	220.834	87.9407	320.225	0	541.135	0	190.571	271.255	261.119	0	0	215.592	222.545	432.335	251.066	426.297	187.072	209.379	0	0	169.352	0	402.804	0	132.546	109.671	264.461	271.952	458.213	339.972	247.965	333.927	921.717	157.563	422.218	379.36	478.334	620.743	283.318	350.598	354.717	367.839	653.399	308.274	486.393	269.914	442.832	480.917	889.273	268.529	413.864	311.1	355.557	404.377	253.382	150.847	245.949	191.535	431.52	441.963	328.504	421.891	192.171	417.381	352.163	487.038	420.162	809.28	363.116	206.156	200.665	249.932	424.871	285.653	143.352	272.295	295.909	196.695	284.44	243.679	431.1	104.147	324.811	126.206	468.972	207.928	274.397	299.654	396.924	288.235	90.4799	238.678	331.745	257.785	304.695	1081.35
M00119-1	108.685	0	10.7594	16.7918	161.436	45.514	0	107.278	361.988	0	0	177.144	0	0	0	0	0	453.362	33.3096	0	0	31.1807	0	42.3375	0	0	139.857	80.9261	198.476	0	1.00059	42.3649	15.7348	7.88413	167.466	0	120.502	85.5996	0	47.9765	8.47098	223.219	6.05838	12.4108	0	9.6375	63.8782	145.193	6.91305	0	20.5101	0	22.1224	31.3703	7.95124	118.5	221.261	0	3.01527	36.4114	166.013	0	180.011	34.0748	16.814	5.88358	0	524.615	348.063	68.6749	13.0804	287.783	14.7032	4.71502	0	85.2102	3.64656	7.97996	8.17341	0	6.54832	167.389	16.2414	51.4623	149.907	0	315.384	22.2805	49.8691	181.76	24.4139	157.526	0	1.51366	83.1433	0	0	5.26776	1.14162	2.72372	14.381	125.266
M00122-1	213.428	0	85.5564	351.909	0	72.8672	262.508	126.045	4.81123	0	0	64.9942	0	0	0	0	3.0263	38.8604	151.763	0	22.5749	64.5121	0	0	0	0	0	87.0755	28.2524	0	0	0	9.3116	0	0	0	22.3711	118.881	390.999	0	43.5855	17.9787	267.45	511.842	0	287.547	7.56604	0	245.723	14.6628	96.5517	0	178.115	124.427	511.495	0	44.9613	2.8543	12.6738	59.8047	4.61042	55.7394	94.2509	0	203.888	149.753	0.534768	5.9134	155.981	183.179	141.985	8.10013	30.7851	844.866	1.26925	213.588	352.184	12.6794	148.233	0	13.467	1.16715	12.0287	225.039	0	24.4559	115.195	65.9379	683.404	52.488	547.342	11.0597	24.6069	0	41.8676	24.074	0	76.2273	55.0329	0	49.0178	40.6239
