pangene	length	percent_cov	unpaired_read_count	pangene_desc	uniref90_ID	uniref90_desc	uniref90_GO	emapper_max_annot_OG	emapper_OG	emapper_max_annot_lvl	eggnog_cat	eggnog_GO	eggnog_desc
DP_00056058	1746	81.9588	32	K00156	UniRef90_F9NSC3	UniRef90_F9NSC3 Thiamine pyrophosphate enzyme, N-terminal TPP binding domain protein n=35 Tax=Propionibacteriaceae TaxID=31957 RepID=F9NSC3_9ACTN	-	2GJ20	COG0028@1|root,COG0028@2|Bacteria,2GJ20@201174|Actinobacteria,4DQ50@85009|Propionibacteriales	201174|Actinobacteria	EH	-	Belongs to the TPP enzyme family
DP_00057376	1734	57.0934	10	K00941	UniRef90_D4HF52	UniRef90_D4HF52 Hydroxymethylpyrimidine kinase n=52 Tax=root TaxID=1 RepID=D4HF52_CUTAS	-	2GKZM	COG0351@1|root,COG0819@1|root,COG0351@2|Bacteria,COG0819@2|Bacteria,2GKZM@201174|Actinobacteria,4DR48@85009|Propionibacteriales	201174|Actinobacteria	H	GO:0000166,GO:0003674,GO:0003824,GO:0004789,GO:0005488,GO:0005524,GO:0006725,GO:0006732,GO:0006766,GO:0006767,GO:0006772,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008902,GO:0008972,GO:0009058,GO:0009108,GO:0009110,GO:0009228,GO:0009229,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016765,GO:0016772,GO:0016773,GO:0016776,GO:0017076,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0035639,GO:0036094,GO:0042357,GO:0042364,GO:0042723,GO:0042724,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0046483,GO:0046872,GO:0051186,GO:0051188,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	Phosphomethylpyrimidine kinase
DP_00057738	1731	87.5217	35	ABC transporter ATP-binding protein	UniRef90_F9NXR8	UniRef90_F9NXR8 Energy-dependent translational throttle protein EttA n=42 Tax=Bacteria TaxID=2 RepID=F9NXR8_9ACTN	-	2GKBQ	COG0488@1|root,COG0488@2|Bacteria,2GKBQ@201174|Actinobacteria,4DNB9@85009|Propionibacteriales	201174|Actinobacteria	S	GO:0000049,GO:0000166,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006412,GO:0006417,GO:0006448,GO:0006518,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0017148,GO:0019222,GO:0019538,GO:0019843,GO:0030312,GO:0030554,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0032553,GO:0032555,GO:0032559,GO:0034248,GO:0034249,GO:0034641,GO:0034645,GO:0035639,GO:0036094,GO:0040007,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0045900,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0060255,GO:0065007,GO:0071704,GO:0071944,GO:0080090,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:2000112,GO:2000113	ABC transporter
DP_00067734	1665	79.2192	30	-	UniRef90_A0A3S0LBB1	UniRef90_A0A3S0LBB1 Acetolactate synthase AlsS n=70 Tax=root TaxID=1 RepID=A0A3S0LBB1_9STAP	-	4HAV1	COG0028@1|root,COG0028@2|Bacteria,1TQE8@1239|Firmicutes,4HAV1@91061|Bacilli,4GX96@90964|Staphylococcaceae	91061|Bacilli	EH	GO:0000287,GO:0003674,GO:0003824,GO:0003984,GO:0005488,GO:0006066,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016740,GO:0016744,GO:0019751,GO:0019842,GO:0030976,GO:0034077,GO:0034311,GO:0036094,GO:0042180,GO:0042181,GO:0042844,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0045149,GO:0045151,GO:0046165,GO:0046872,GO:0048037,GO:0050662,GO:0071704,GO:0097159,GO:1901363,GO:1901576,GO:1901615,GO:1901617,GO:1901681,GO:1902652,GO:1902653	Belongs to the TPP enzyme family
DP_00071451	1644	63.6253	20	-	-	-	-	2GKC9	COG0459@1|root,COG0459@2|Bacteria,2GKC9@201174|Actinobacteria,4DNNQ@85009|Propionibacteriales	201174|Actinobacteria	O	GO:0000166,GO:0003674,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006457,GO:0008144,GO:0008150,GO:0009987,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0042026,GO:0043167,GO:0043168,GO:0044424,GO:0044464,GO:0097159,GO:0097367,GO:1901265,GO:1901363	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions
DP_00072818	1635	66.6667	32	-	UniRef90_P0CY97	UniRef90_P0CY97 60 kDa chaperonin 1 n=44 Tax=Bacteria TaxID=2 RepID=CH601_CUTAK	-	2GKC9	COG0459@1|root,COG0459@2|Bacteria,2GKC9@201174|Actinobacteria,4DNNQ@85009|Propionibacteriales	201174|Actinobacteria	O	GO:0000166,GO:0003674,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006457,GO:0008144,GO:0008150,GO:0009987,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0042026,GO:0043167,GO:0043168,GO:0044424,GO:0044464,GO:0097159,GO:0097367,GO:1901265,GO:1901363	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions
DP_00080728	1593	74.8901	15	K03545	UniRef90_Q6A7E7	UniRef90_Q6A7E7 Trigger factor n=30 Tax=Terrabacteria group TaxID=1783272 RepID=TIG_CUTAK	-	2GJIG	COG0544@1|root,COG0544@2|Bacteria,2GJIG@201174|Actinobacteria,4DP8U@85009|Propionibacteriales	201174|Actinobacteria	D	GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006457,GO:0006464,GO:0006807,GO:0006810,GO:0006950,GO:0007049,GO:0007154,GO:0008104,GO:0008150,GO:0008152,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0015031,GO:0015833,GO:0016020,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0030312,GO:0031667,GO:0031668,GO:0031669,GO:0033036,GO:0033554,GO:0036211,GO:0042221,GO:0042594,GO:0042886,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0045184,GO:0046677,GO:0050896,GO:0051179,GO:0051234,GO:0051301,GO:0051716,GO:0071496,GO:0071702,GO:0071704,GO:0071705,GO:0071944,GO:0140096,GO:1901564	Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation. Functions as a peptidyl-prolyl cis-trans isomerase
DP_00088849	1557	50.4175	16	K05991	UniRef90_Q6A600	UniRef90_Q6A600 Endoglycoceramidase n=42 Tax=Terrabacteria group TaxID=1783272 RepID=Q6A600_CUTAK	-	2HQAQ	COG2730@1|root,COG2730@2|Bacteria,2HQAQ@201174|Actinobacteria,4DT67@85009|Propionibacteriales	201174|Actinobacteria	M	-	Belongs to the glycosyl hydrolase 5 (cellulase A) family
DP_00100558	1512	52.2487	19	-	UniRef90_A0A2N1JEV9	UniRef90_A0A2N1JEV9 Elongation factor 1-alpha n=183 Tax=Opisthokonta TaxID=33154 RepID=A0A2N1JEV9_9BASI	-	3NU3J	COG5256@1|root,KOG0052@2759|Eukaryota,38G33@33154|Opisthokonta,3NU3J@4751|Fungi,3UYUZ@5204|Basidiomycota,3N3HP@452284|Ustilaginomycotina	4751|Fungi	J	GO:0000166,GO:0000322,GO:0000323,GO:0000324,GO:0000329,GO:0001882,GO:0001883,GO:0002181,GO:0002182,GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0003779,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0005516,GO:0005525,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005773,GO:0005774,GO:0005829,GO:0005840,GO:0005853,GO:0005856,GO:0006403,GO:0006405,GO:0006409,GO:0006412,GO:0006414,GO:0006518,GO:0006611,GO:0006807,GO:0006810,GO:0006886,GO:0006913,GO:0008092,GO:0008104,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009277,GO:0009986,GO:0009987,GO:0010467,GO:0015031,GO:0015833,GO:0015931,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019003,GO:0019538,GO:0030312,GO:0030445,GO:0030446,GO:0031090,GO:0031503,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032991,GO:0033036,GO:0034613,GO:0034641,GO:0034645,GO:0035639,GO:0036094,GO:0042886,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046907,GO:0050657,GO:0050658,GO:0051031,GO:0051168,GO:0051169,GO:0051179,GO:0051234,GO:0051236,GO:0051641,GO:0051649,GO:0051701,GO:0051704,GO:0070727,GO:0071166,GO:0071426,GO:0071431,GO:0071702,GO:0071704,GO:0071705,GO:0071944,GO:0097064,GO:0097159,GO:0097367,GO:0098588,GO:0098805,GO:0098852,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis
DP_00103501	1500	73.4667	20	IS21 family transposase	UniRef90_A0A379N3V5	UniRef90_A0A379N3V5 Transposase and inactivated derivatives n=21 Tax=cellular organisms TaxID=131567 RepID=A0A379N3V5_9PROT	-	2JUC0	COG4584@1|root,COG4584@2|Bacteria,1MWIV@1224|Proteobacteria,2TQKF@28211|Alphaproteobacteria,2JUC0@204441|Rhodospirillales	204441|Rhodospirillales	L	-	Cytoplasmic
DP_00105294	1494	56.4926	20	K00128	-	-	-	4H9MF	COG1012@1|root,COG1012@2|Bacteria,1TP4S@1239|Firmicutes,4H9MF@91061|Bacilli,4GXG9@90964|Staphylococcaceae	91061|Bacilli	C	GO:0003674,GO:0003824,GO:0004029,GO:0008150,GO:0008152,GO:0016491,GO:0016620,GO:0016903,GO:0043878,GO:0055114	Belongs to the aldehyde dehydrogenase family
DP_00118781	1452	53.2369	11	-	-	-	-	2INA8	COG2148@1|root,COG2148@2|Bacteria,2INA8@201174|Actinobacteria,4DUPC@85009|Propionibacteriales	201174|Actinobacteria	M	-	Bacterial sugar transferase
DP_00120012	1449	64.3202	34	-	UniRef90_A0A1S3NDS1	UniRef90_A0A1S3NDS1 general transcription factor II-I repeat domain-containing protein 2-like n=34 Tax=Euteleostomi TaxID=117571 RepID=A0A1S3NDS1_SALSA	-	3BTSF	2CMM3@1|root,2QQSX@2759|Eukaryota,3AHM5@33154|Opisthokonta,3BTSF@33208|Metazoa,3E5N2@33213|Bilateria,48S3D@7711|Chordata,49NJ2@7742|Vertebrata	33208|Metazoa	K	-	general transcription factor II-I repeat domain-containing protein
DP_00125451	1431	52.5507	10	-	UniRef90_Q6A8M2	UniRef90_Q6A8M2 Beta-glucosidase n=36 Tax=Bacteria TaxID=2 RepID=Q6A8M2_CUTAK	-	2GJAF	COG2723@1|root,COG2723@2|Bacteria,2GJAF@201174|Actinobacteria	201174|Actinobacteria	G	-	Belongs to the glycosyl hydrolase 1 family
DP_00126725	1428	65.9664	30	-	UniRef90_A8PSU9	UniRef90_A8PSU9 Citrate synthase n=1 Tax=Malassezia globosa (strain ATCC MYA-4612 / CBS 7966) TaxID=425265 RepID=A8PSU9_MALGO	GO:0046912	3NU5Z	COG0372@1|root,KOG2617@2759|Eukaryota,38CK5@33154|Opisthokonta,3NU5Z@4751|Fungi,3UZD3@5204|Basidiomycota,3N132@452284|Ustilaginomycotina	4751|Fungi	H	-	Belongs to the citrate synthase family
DP_00128459	1425	54.1053	12	hypothetical protein	UniRef90_G4CY27	UniRef90_G4CY27 DUF4032 domain-containing protein n=51 Tax=Bacteria TaxID=2 RepID=G4CY27_9ACTN	GO:0016301	2GIX0	COG3642@1|root,COG3642@2|Bacteria,2GIX0@201174|Actinobacteria,4DNTH@85009|Propionibacteriales	201174|Actinobacteria	T	-	Domain of unknown function (DUF4032)
DP_00129666	1419	58.2805	30	K01465	UniRef90_Q6A916	UniRef90_Q6A916 Dihydroorotase n=29 Tax=Bacteria TaxID=2 RepID=Q6A916_CUTAK	-	2GJ0T	COG0044@1|root,COG0044@2|Bacteria,2GJ0T@201174|Actinobacteria,4DMZJ@85009|Propionibacteriales	201174|Actinobacteria	F	-	Belongs to the metallo-dependent hydrolases superfamily. DHOase family. Class I DHOase subfamily
