pangene	length	percent_cov	unpaired_read_count	pangene_desc	uniref90_ID	uniref90_desc	uniref90_GO	emapper_max_annot_OG	emapper_OG	emapper_max_annot_lvl	eggnog_cat	eggnog_GO	eggnog_desc
DP_00030878	2016	51.2897	23	-	UniRef90_P0DTW0	UniRef90_P0DTW0 Coproporphyrin-dependent heme b biosynthesis bifunctional protein n=40 Tax=Bacteria TaxID=2 RepID=CPFCB_CUTAK	-	2GJTQ	COG0276@1|root,COG3253@1|root,COG0276@2|Bacteria,COG3253@2|Bacteria,2GJTQ@201174|Actinobacteria,4DNBP@85009|Propionibacteriales	201174|Actinobacteria	H	GO:0003674,GO:0003824,GO:0004325,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016020,GO:0016829,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0040007,GO:0042168,GO:0042440,GO:0043167,GO:0043169,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044464,GO:0046148,GO:0046483,GO:0046872,GO:0048037,GO:0051186,GO:0051188,GO:0051536,GO:0051537,GO:0051540,GO:0071704,GO:0071944,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	Catalyzes the ferrous insertion into protoporphyrin IX
DP_00038159	1917	60.7720	24	-	UniRef90_P0CY98	UniRef90_P0CY98 Chaperone protein DnaK n=29 Tax=Bacteria TaxID=2 RepID=DNAK_CUTAC	-	2GJTY	COG0443@1|root,COG0443@2|Bacteria,2GJTY@201174|Actinobacteria,4DP1V@85009|Propionibacteriales	201174|Actinobacteria	O	GO:0000166,GO:0003674,GO:0005488,GO:0005515,GO:0005524,GO:0006457,GO:0008144,GO:0008150,GO:0009987,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0051082,GO:0097159,GO:0097367,GO:1901265,GO:1901363	Heat shock 70 kDa protein
DP_00040430	1890	83.2804	140	-	-	-	-	3BEGN	KOG1075@1|root,KOG1075@2759|Eukaryota,39Y6T@33154|Opisthokonta,3BEGN@33208|Metazoa,3CZ7K@33213|Bilateria,48DPU@7711|Chordata,49ADZ@7742|Vertebrata,4A4QB@7898|Actinopterygii	33208|Metazoa	S	-	mannose metabolic process
DP_00047079	1821	58.0999	23	K04043	UniRef90_P0CY98	UniRef90_P0CY98 Chaperone protein DnaK n=29 Tax=Bacteria TaxID=2 RepID=DNAK_CUTAC	-	2GJTY	COG0443@1|root,COG0443@2|Bacteria,2GJTY@201174|Actinobacteria,4DP1V@85009|Propionibacteriales	201174|Actinobacteria	O	GO:0000166,GO:0003674,GO:0005488,GO:0005515,GO:0005524,GO:0006457,GO:0008144,GO:0008150,GO:0009987,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0051082,GO:0097159,GO:0097367,GO:1901265,GO:1901363	Heat shock 70 kDa protein
DP_00056960	1737	66.8394	185	-	-	-	-	1NZ0D	2F6W9@1|root,33ZCB@2|Bacteria,1NZ0D@1224|Proteobacteria	1224|Proteobacteria	-	-	-
DP_00057738	1731	66.2045	23	ABC transporter ATP-binding protein	UniRef90_F9NXR8	UniRef90_F9NXR8 Energy-dependent translational throttle protein EttA n=42 Tax=Bacteria TaxID=2 RepID=F9NXR8_9ACTN	-	2GKBQ	COG0488@1|root,COG0488@2|Bacteria,2GKBQ@201174|Actinobacteria,4DNB9@85009|Propionibacteriales	201174|Actinobacteria	S	GO:0000049,GO:0000166,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006412,GO:0006417,GO:0006448,GO:0006518,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0017148,GO:0019222,GO:0019538,GO:0019843,GO:0030312,GO:0030554,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0032553,GO:0032555,GO:0032559,GO:0034248,GO:0034249,GO:0034641,GO:0034645,GO:0035639,GO:0036094,GO:0040007,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0045900,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0060255,GO:0065007,GO:0071704,GO:0071944,GO:0080090,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:2000112,GO:2000113	ABC transporter
DP_00064428	1686	55.9905	25	K03696	-	-	-	2GJ77	COG0542@1|root,COG0542@2|Bacteria,2GJ77@201174|Actinobacteria,4DPBH@85009|Propionibacteriales	201174|Actinobacteria	O	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006457,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019538,GO:0030312,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0040007,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0043170,GO:0044183,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046983,GO:0071704,GO:0071944,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564	associated with various cellular activities
DP_00067734	1665	76.0360	26	-	UniRef90_A0A3S0LBB1	UniRef90_A0A3S0LBB1 Acetolactate synthase AlsS n=70 Tax=root TaxID=1 RepID=A0A3S0LBB1_9STAP	-	4HAV1	COG0028@1|root,COG0028@2|Bacteria,1TQE8@1239|Firmicutes,4HAV1@91061|Bacilli,4GX96@90964|Staphylococcaceae	91061|Bacilli	EH	GO:0000287,GO:0003674,GO:0003824,GO:0003984,GO:0005488,GO:0006066,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016740,GO:0016744,GO:0019751,GO:0019842,GO:0030976,GO:0034077,GO:0034311,GO:0036094,GO:0042180,GO:0042181,GO:0042844,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0045149,GO:0045151,GO:0046165,GO:0046872,GO:0048037,GO:0050662,GO:0071704,GO:0097159,GO:1901363,GO:1901576,GO:1901615,GO:1901617,GO:1901681,GO:1902652,GO:1902653	Belongs to the TPP enzyme family
DP_00074791	1626	52.3985	23	-	UniRef90_A0A0M9VQI0	UniRef90_A0A0M9VQI0 Rnase l inhibitor-type atp binding cassette protein n=5 Tax=Malassezia TaxID=55193 RepID=A0A0M9VQI0_9BASI	GO:0005524,GO:0042626	3NYJ0	COG1245@1|root,KOG0063@2759|Eukaryota,38BGA@33154|Opisthokonta,3NYJ0@4751|Fungi,3UZ4V@5204|Basidiomycota,3MYWG@452284|Ustilaginomycotina	4751|Fungi	Q	GO:0000054,GO:0000166,GO:0002181,GO:0002183,GO:0003674,GO:0003676,GO:0003723,GO:0003743,GO:0003824,GO:0005488,GO:0005506,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005840,GO:0005852,GO:0006139,GO:0006364,GO:0006396,GO:0006403,GO:0006405,GO:0006412,GO:0006413,GO:0006415,GO:0006417,GO:0006518,GO:0006611,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0006913,GO:0006996,GO:0008104,GO:0008135,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010608,GO:0010628,GO:0015031,GO:0015833,GO:0015931,GO:0016043,GO:0016070,GO:0016072,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019222,GO:0019538,GO:0022411,GO:0022613,GO:0022626,GO:0030554,GO:0030684,GO:0030687,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031503,GO:0032268,GO:0032270,GO:0032553,GO:0032555,GO:0032559,GO:0032790,GO:0032984,GO:0032988,GO:0032991,GO:0033036,GO:0033750,GO:0034248,GO:0034250,GO:0034470,GO:0034613,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0042254,GO:0042273,GO:0042886,GO:0043021,GO:0043022,GO:0043024,GO:0043043,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0044877,GO:0045184,GO:0045727,GO:0046483,GO:0046872,GO:0046907,GO:0046914,GO:0048037,GO:0048518,GO:0048522,GO:0050657,GO:0050658,GO:0050789,GO:0050794,GO:0051168,GO:0051169,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051236,GO:0051246,GO:0051247,GO:0051536,GO:0051539,GO:0051540,GO:0051640,GO:0051641,GO:0051649,GO:0051656,GO:0060255,GO:0065007,GO:0070727,GO:0071166,GO:0071426,GO:0071428,GO:0071702,GO:0071704,GO:0071705,GO:0071826,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1903008,GO:1990904,GO:2000112	translation initiation factor rli1
DP_00079669	1599	55.3471	33	-	UniRef90_A8Q522	UniRef90_A8Q522 Malic enzyme n=1 Tax=Malassezia globosa (strain ATCC MYA-4612 / CBS 7966) TaxID=425265 RepID=A8Q522_MALGO	GO:0004471,GO:0046872,GO:0051287	3NWPS	COG0281@1|root,KOG1257@2759|Eukaryota,38DJY@33154|Opisthokonta,3NWPS@4751|Fungi,3UZET@5204|Basidiomycota,3N4PK@452284|Ustilaginomycotina	4751|Fungi	C	-	malic enzyme
DP_00080728	1593	53.7979	23	K03545	UniRef90_Q6A7E7	UniRef90_Q6A7E7 Trigger factor n=30 Tax=Terrabacteria group TaxID=1783272 RepID=TIG_CUTAK	-	2GJIG	COG0544@1|root,COG0544@2|Bacteria,2GJIG@201174|Actinobacteria,4DP8U@85009|Propionibacteriales	201174|Actinobacteria	D	GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006457,GO:0006464,GO:0006807,GO:0006810,GO:0006950,GO:0007049,GO:0007154,GO:0008104,GO:0008150,GO:0008152,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0015031,GO:0015833,GO:0016020,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0030312,GO:0031667,GO:0031668,GO:0031669,GO:0033036,GO:0033554,GO:0036211,GO:0042221,GO:0042594,GO:0042886,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0045184,GO:0046677,GO:0050896,GO:0051179,GO:0051234,GO:0051301,GO:0051716,GO:0071496,GO:0071702,GO:0071704,GO:0071705,GO:0071944,GO:0140096,GO:1901564	Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation. Functions as a peptidyl-prolyl cis-trans isomerase
