feature	baseMean	log2FoldChange	lfcSE	pvalue	padj	fungi_eggnog_cat	fungi_eggnog_desc
3NU3D	40.76292705464849	-0.4617481535723053	0.6658657918128247	0.3606908026398132	0.5024490495725904	BK	RSC complex
3NU3E	59.97810536727589	-1.1433505961659116	0.6511150218222396	0.02272210690131183	0.11376554719910441	A	pre-mRNA-splicing factor SYF1
3NU3F	46.26264070881665	-0.9243532337920515	0.6009222555080483	0.057220980457683666	0.18343286577523782	T	serine threonine-protein phosphatase
3NU3G	95.94049361574328	-0.5997162075278493	0.6939133718651761	0.23914639098526222	0.39400647750247714	A	antiviral protein
3NU3H	21.905101079465634	0.25221298582474716	0.6098180282037388	0.6062938813030634	NA	O	DUF1000 domain protein
3NU3I	41.60070960769947	0.37925677758070675	0.7041098433806104	0.45742668470867626	0.5881910087567847	P	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
3NU3J	4524.007530143004	0.7324506630474082	0.46396801742775723	0.07643868838844092	0.20708470462003226	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis
3NU3N	67.16993532228057	-0.8737784645521294	0.6412615501422075	0.08014308475153326	0.21177338694528225	A	RNA helicase
3NU3Q	20.22481092984705	-0.8501354194817391	0.6462842169375902	0.0895140212735175	NA	L	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids
3NU3R	66.03072665888364	-0.740748368775996	0.6612361903483847	0.14179982503709773	0.28876623843439303	A	factor ATP-dependent RNA helicase PRP16
3NU3T	60.55061376197636	-1.0027925533072748	0.6869885550722733	0.04867205514839633	0.16668832603781192	E	Belongs to the peptidase M24B family
3NU3V	140.6849604355185	-1.4797556715264863	0.6959911974038424	0.0036931425012028244	0.055341566966597575	G	synthase
3NU3W	25.73618908820889	-0.8108880229426212	0.5951002150329402	0.09373844720947404	0.22777429872813942	J	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit trm6
3NU3X	139.3162413611478	-0.905539044913903	0.6777157083034099	0.0742611714758229	0.20676075520723303	O	ubiquitin--protein ligase
3NU3Z	36.61018927684011	-1.1343238381408287	0.6255268296530249	0.02184938198694149	0.11264454110492562	E	Aromatic amino acid aminotransferase
3NU40	73.38990168269981	-1.1291592572315257	0.6818515387008376	0.026215530861280718	0.11994579406806782	G	general alpha-glucoside permease
3NU42	133.95427676865438	-0.6661474809208385	0.5478747306511513	0.14978724504441807	0.29722975420876696	C	Belongs to the FAD-dependent glycerol-3-phosphate dehydrogenase family
3NU44	43.37265245965528	-0.4216600318189777	0.4360587950425224	0.2849933020207679	0.43342312339785094	K	CCR4-NOT transcription complex
3NU45	27.59440707627844	-0.8868363775288535	0.6050849555265324	0.06897597449391084	0.20059814444585405	A	CMGC DYRK PRP4 protein kinase
3NU46	136.9373227274498	-0.22669812930503305	0.5809692170658528	0.6353014638508135	0.7325172041725538	H	adenosylhomocysteinase
3NU47	26.473938946077986	-0.40483589457233915	0.6923401108523597	0.42668339815006506	0.5637662311547457	S	PH domain-containing protein
3NU49	59.21982641739491	-1.0457981409846098	0.637738501142139	0.03586385964935706	0.1423306177550156	E	Trifunctional enzyme bearing the Gln amidotransferase (GATase) domain of anthranilate synthase, indole-glycerolphosphate synthase, and phosphoribosylanthranilate isomerase activities
3NU4B	66.42049623816995	-1.2316287009916957	0.6192597445603727	0.01241974840425846	0.0886243636131688	H	Belongs to the folylpolyglutamate synthase family
3NU4F	41.70002642167936	-0.9194108409924083	0.697881647991694	0.07135319812774271	0.20339436767894914	A	splicing factor
3NU4G	73.40761866166027	-0.4233701482523216	0.7192609013759658	0.40739355020980594	0.5446235116018188	U	Snare-dependent exocytosis protein
3NU4K	34.94783361952781	-0.8924925040110132	0.6347125716914905	0.07281621483543574	0.20401627853102308	T	camp-dependent protein kinase
3NU4M	40.060482171243805	-0.3090900865346199	0.6769224350493708	0.5422367945982675	0.6590638986797893	S	polysaccharide export protein
3NU4N	44.242144893546794	-0.7820714485922379	0.6874330979663132	0.12420769263420176	0.26660117293496494	L	Introduces a single-strand break via transesterification at a target site in duplex DNA. Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand
3NU4Q	21.21888674662405	-0.8061904848306491	0.6260800359885192	0.10329286647253211	NA	O	Peroxisome assembly protein
3NU4R	85.07387279840333	-1.1069188815843762	0.6010094613984154	0.022783535800509694	0.11376554719910441	U	Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family
3NU4S	52.688128334657705	-1.3233596468621691	0.6114475900499818	0.006914419110687712	0.06951631249330224	F	ser thr protein phosphatase
3NU4T	40.76316060627873	-0.9093775919217515	0.5317830064233744	0.045237516019361865	0.16171381487258288	U	Binds to the signal sequence of presecretory protein when they emerge from the ribosomes and transfers them to TRAM (translocating chain-associating membrane protein)
3NU4V	117.59807078103476	-0.6677940023322678	0.6368333079752827	0.1800280986313365	0.3335860297081085	S	HEAT repeat protein
3NU4X	31.771985516439155	-1.138846990796024	0.6482837073360868	0.02306914693657116	0.11396816755914656	J	synthase
3NU50	65.17506530425717	-1.430958133828127	0.5673646688955444	0.0024277861764956735	0.04944982705953475	I	Belongs to the sterol desaturase family
3NU51	91.16775764858514	-0.6793128160573314	0.557023820211508	0.14579857148842987	0.2920696095546603	P	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
3NU52	49.56555981952773	-0.3568725643103674	0.6931543905614451	0.48356394489750376	0.6111068095082095	EGP	transporter
3NU54	36.2043661714846	-1.115462978539314	0.6198750600869682	0.02362027665372595	0.11444306425193428	K	transcription initiation factor iib
3NU56	56.46614472450755	-0.3670042483000346	0.6005052334972235	0.45009034751978483	0.5815016180486429	P	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
3NU57	71.20550389857216	-1.0493118963173869	0.6849354984446548	0.0390155816867051	0.14861281434105045	BK	RNA polymerase II Elongator
3NU58	54.731337206456814	-0.41313081789130396	0.6875919803856999	0.41674830758228903	0.5540361522762696	E	Atp phosphoribosyltransferase
3NU59	38.30894379505332	-1.1140186944282948	0.6832770417061911	0.028357604192845803	0.1239566361310188	J	prolyl-tRNA synthetase
3NU5A	24.53638182469566	-0.8500290471759244	0.6338220469483979	0.08735416468050934	0.22094862075880004	I	Enoyl-CoA hydratase isomerase
3NU5B	43.00033647734165	-0.6008582692838833	0.6337842054105235	0.22688042313963228	0.3810813030911205	A	small nucleolar ribonucleoprotein complex subunit
3NU5C	33.74454431652242	-1.0130740509443896	0.7194269817945148	0.0474270204080178	0.16591757951181552	D	Belongs to the protein kinase superfamily
3NU5D	30.51790823331622	-1.07600471421211	0.6407538608676968	0.031127309736620742	0.1297472968712141	A	Lariat debranching enzyme
3NU5E	94.9330548732877	-0.415423604236084	0.5606579904863243	0.37551705705366756	0.5167555925610814	U	Belongs to the importin alpha family
3NU5I	48.88634396217901	-1.2061239557615304	0.6447535448358613	0.015913142473862142	0.09937425837586869	E	alanine aminotransferase
3NU5K	56.026014579441096	-0.2510584649802001	0.7060518297400318	0.6228728438770721	0.724471455795892	O	Cleaves proteins, imported into the mitochondrion, to their mature size. While most mitochondrial precursor proteins are processed to the mature form in one step by mitochondrial processing peptidase (MPP), the sequential cleavage by MIP of an octapeptide after initial processing by MPP is a required step for a subgroup of nuclear-encoded precursor proteins destined for the matrix or the inner membrane (By similarity)
3NU5P	71.6357144736862	-1.2007971625061538	0.7120775049519582	0.018736822266106463	0.10435577367914566	I	Catalyzes the first step of the methylation pathway of phosphatidylcholine biosynthesis, the SAM-dependent methylation of phosphatidylethanolamine (PE) to phosphatidylmonomethylethanolamine (PMME)
3NU5Q	29.434380426433894	-1.121293105485065	0.7177932442247416	0.028210218259005698	0.12356304948812455	S	Pal1 cell morphology protein
3NU5R	83.04139620697102	-0.40837824551507146	0.6455098978504383	0.41451301891355075	0.551745247534714	H	NA
3NU5U	69.00915124291099	-0.7655255782427287	0.674011918867118	0.1308265015057646	0.2766742990627309	J	Component of the NOP7 complex, which is required for maturation of the 25S and 5.8S ribosomal RNAs and formation of the 60S ribosome
3NU5Y	41.1500421387125	-0.7064378787756276	0.6225338374920037	0.15248515438956345	0.3011966156824099	DO	Anaphase-promoting complex subunit
3NU5Z	442.53011665126724	0.5477980784022377	0.5999262741308444	0.2593882232917696	0.41216205792922844	H	Belongs to the citrate synthase family
3NU62	49.916090681587875	-1.1430841734216746	0.6202795744812114	0.020413413103840792	0.10861951910809112	S	periodic tryptophan protein
3NU65	18.79698144646647	-0.2444678975168952	0.6859270850084588	0.630696073318348	NA	C	Belongs to the mitochondrial carrier (TC 2.A.29) family
3NU66	78.29908409584371	-1.3194690887954061	0.5819171322047998	0.005813244286944227	0.06533635383933462	D	Nuclear pore protein
3NU6A	25.635022264521485	-1.2354218789525444	0.6717360697409681	0.014679826339744453	0.09510854215666381	O	to Saccharomyces cerevisiae LEO1 (YOR123C)
3NU6C	47.73066015704426	-0.464204965656662	0.6670129677518626	0.3583565520583988	0.4998436049746598	I	Very-long-chain 3-oxoacyl-CoA synthase
3NU6D	39.41655278066467	-0.3723421861630168	0.6544888452515395	0.4588851801717666	0.5893310865733952	Z	Component of the NOP7 complex, which is required for maturation of the 25S and 5.8S ribosomal RNAs and formation of the 60S ribosome
3NU6F	32.63496406871846	-0.4579485496914058	0.6792475180832345	0.36690969978991284	0.508482574306921	J	required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine
