pangene	baseMean	log2FoldChange	lfcSE	pvalue	padj	Pangenome Class	COG	Description	Enzyme Class	KEGG Orthology	KEGG Pathway	KEGG Reaction	Resistance Product	Resistance	Metabolism
cluster_10036	949.2158580478188	-2.1306272086559495	0.5123468289570757	1.4965905732450454e-6	9.29121063154095e-6	dispensable	M	the rest of the oligosaccharide is released intact. Cleaves the peptidoglycan connecting the daughter cells at the end of the cell division cycle, resulting in the separation of the two newly divided cells. Acts as an autolysin in penicillin-induced lysis (By similarity)	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase[3.2.1.96]; N-acetylmuramoyl-L-alanine amidase[3.5.1.28]	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase[K01227]; N-acetylmuramoyl-L-alanine amidase[K01447]; bifunctional autolysin[K13714]	Other glycan degradation[map00511]	N-Acetylmuramoyl-Ala + H2O <=> N-Acetylmuramate + L-Alanine[R04112]	-	-	-
cluster_1004	705.7865249471209	1.7173725801560846	0.222429552461415	1.6322504831431058e-15	3.3711840044001405e-14	dispensable	H	Catalyzes the decarboxylation of four acetate groups of uroporphyrinogen-III to yield coproporphyrinogen-III	[Methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase[2.1.1.246]; Uroporphyrinogen decarboxylase[4.1.1.37]	uroporphyrinogen decarboxylase[K01599]; [methyl-Co(III) methanol/glycine betaine-specific corrinoid protein]:coenzyme M methyltransferase[K14080]	Methane metabolism[map00680]; Porphyrin metabolism[map00860]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]	Uroporphyrinogen III <=> Coproporphyrinogen III + 4 CO2[R03197]; Uroporphyrinogen I <=> Coproporphyrinogen I + 4 CO2[R04972]; Methanol + Coenzyme M <=> 2-(Methylthio)ethanesulfonate + H2O[R09098]; Coenzyme M + Methyl-Co(III) corrinoid protein <=> 2-(Methylthio)ethanesulfonate + Co(I) corrinoid protein[R10000]	-	-	-
cluster_1005	54.07732241958587	-0.13931335081771942	0.5937506405742924	0.7713685226840289	0.8422254769121186	dispensable	-	-	-	-	-	-	-	-	-
cluster_10050	31.21046772769825	-0.8155314323942763	0.40835780069398464	0.02660108642477913	0.059196341734644074	dispensable	E	allophanate hydrolase subunit 1	Allophanate hydrolase[3.5.1.54]	allophanate hydrolase[K01457]; inhibitor of KinA[K06351]; 5-oxoprolinase (ATP-hydrolysing) subunit A[K07160]	Arginine biosynthesis[map00220]; Atrazine degradation[map00791]; Metabolic pathways[map01100]; Microbial metabolism in diverse environments[map01120]	Urea-1-carboxylate + H2O <=> 2 CO2 + 2 Ammonia[R00005]	-	-	-
cluster_1006	102.68357124713894	1.3369691225056042	0.8280501695749747	0.023474429893700115	0.05328965406903187	dispensable	S	Cobalamin synthesis protein cobW C-terminal domain	-	-	-	-	-	-	-
cluster_1007	68.73446867526604	0.1808881388752028	0.5361812202892751	0.6870407330547204	0.7787118782112327	dispensable	-	-	-	-	-	-	-	-	-
cluster_1008	916.9226315060005	0.12157771052161125	0.3419480974811785	0.6978126022753571	0.7869692445360915	dispensable	I	acid phosphatase family protein	Phosphatidylglycerophosphatase[3.1.3.27]; Phosphatidate phosphatase[3.1.3.4]; Diacylglycerol diphosphate phosphatase[3.1.3.81]; Undecaprenyl-diphosphate phosphatase[3.6.1.27]	phosphatidylglycerophosphatase B[K01096]; undecaprenyl-diphosphatase[K19302]	Peptidoglycan biosynthesis[map00550]; Glycerophospholipid metabolism[map00564]; Metabolic pathways[map01100]	Phosphatidylglycerophosphate + H2O <=> Phosphatidylglycerol + Orthophosphate[R02029]; di-trans,poly-cis-Undecaprenyl diphosphate + H2O <=> di-trans,poly-cis-Undecaprenyl phosphate + Orthophosphate[R05627]	-	-	-
cluster_1009	129.3359353620682	-0.6779045822583885	0.6591347132689828	0.1857961089743665	0.28766080566339935	dispensable	-	-	-	-	-	-	-	-	-
cluster_10091	211.5702829251749	0.5223036533898794	0.3674284597505605	0.11746782817020278	0.20032290179052392	dispensable	S	Peptidase, M16	-	zinc protease[K07263]	-	-	-	-	-
cluster_10094	23.244371222841323	-1.6999899941571595	0.5952119907076454	5.448456062345311e-4	0.0019950314202793955	dispensable	H	Catalyzes the conversion of (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate to cyclic pyranopterin monophosphate (cPMP)	Cyclic pyranopterin monophosphate synthase[4.6.1.17]	cyclic pyranopterin monophosphate synthase[K03637]	Folate biosynthesis[map00790]; Metabolic pathways[map01100]; Sulfur relay system[map04122]	(8S)-3',8-Cyclo-7,8-dihydroguanosine 5'-triphosphate + H2O <=> Precursor Z + Diphosphate[R11372]	-	-	-
cluster_101	745.7483001388927	0.011533533129466146	0.15579607282856414	0.9387152672767913	0.9597362821072426	core	K	Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides	-	transcription elongation factor GreA[K03624]	-	-	-	-	-
cluster_1010	301.6742861674837	0.8589563094982243	0.388765687948426	0.015226745034722773	0.03695584816415051	dispensable	F	deoxynucleoside kinase	Deoxyguanosine kinase[2.7.1.113]; Deoxycytidine kinase[2.7.1.74]; Deoxyadenosine kinase[2.7.1.76]	deoxyguanosine kinase[K15518]; deoxyadenosine/deoxycytidine kinase[K15519]	Purine metabolism[map00230]; Pyrimidine metabolism[map00240]; Metabolic pathways[map01100]	ATP + Adenosine <=> ADP + AMP[R00185]; ATP + Deoxycytidine <=> ADP + dCMP[R01666]; ATP + Deoxyguanosine <=> ADP + dGMP[R01967]; ATP + Deoxyadenosine <=> ADP + dAMP[R02089]	-	-	-
cluster_10109	511.34133597868424	0.7176230112452999	0.2284720203846712	0.0011519765058834132	0.0038808590176882575	dispensable	P	Sodium/hydrogen exchanger family	-	monovalent cation:H+ antiporter, CPA1 family[K03316]	-	-	-	-	-
cluster_1011	1724.623166817787	-1.1055956124340156	0.17108844888908864	5.059467969712989e-11	5.899601027414408e-10	dispensable	E	Cleaves the N-terminal amino acid of tripeptides	Cytosol alanyl aminopeptidase[3.4.11.14]; Tripeptide aminopeptidase[3.4.11.4]	tripeptide aminopeptidase[K01258]	-	-	-	-	-
cluster_1012	252.43600865241535	-0.10382513822741349	0.7735320665116309	0.8478478142781865	0.8975541350482644	dispensable	M	Pectate lyase superfamily protein	-	plasmin and fibronectin-binding protein A[K13925]	Bacterial invasion of epithelial cells[map05100]	-	-	-	-
cluster_10123	1820.683339953087	0.3814952702791359	0.3846295963624883	0.2705505900072781	0.38967177047538687	dispensable	K	Negative regulator of class I heat shock genes (grpE- dnaK-dnaJ and groELS operons). Prevents heat-shock induction of these operons	-	heat-inducible transcriptional repressor[K03705]	-	-	-	-	-
cluster_10128	290.6240581765565	1.7756196209129387	0.8919240032048947	0.00470130445633711	0.01342016448240765	dispensable	P	Acts as a magnesium transporter	-	magnesium transporter[K06213]	-	-	-	-	-
cluster_1013	602.5636444125241	0.05379952770138211	0.24930863212224535	0.818678899790663	0.8785383289234824	dispensable	J	Attaches a formyl group to the free amino group of methionyl-tRNA(fMet). The formyl group appears to play a dual role in the initiator identity of N-formylmethionyl-tRNA by promoting its recognition by IF2 and preventing the misappropriation of this tRNA by the elongation apparatus	Methionyl-tRNA formyltransferase[2.1.2.9]	methionyl-tRNA formyltransferase[K00604]	One carbon pool by folate[map00670]; Aminoacyl-tRNA biosynthesis[map00970]	L-Methionyl-tRNA + 10-Formyltetrahydrofolate <=> Tetrahydrofolate + N-Formylmethionyl-tRNA[R03940]	-	-	-
cluster_10134	315.19388755203414	-0.759835148760504	0.9643279158364942	0.20313914809115077	0.3096573603319037	dispensable	DM	E domain	N-acetylmuramoyl-L-alanine amidase[3.5.1.28]	N-acetylmuramoyl-L-alanine amidase[K01448]; pilus assembly protein FimV[K08086]; fibronectin-binding protein A[K13732]; fibronectin-binding protein B[K13733]; surface protein G[K14195]; large repetitive protein[K20276]	Cationic antimicrobial peptide (CAMP) resistance[map01503]; Quorum sensing[map02024]; Bacterial invasion of epithelial cells[map05100]; Staphylococcus aureus infection[map05150]	N-Acetylmuramoyl-Ala + H2O <=> N-Acetylmuramate + L-Alanine[R04112]	-	-	-
cluster_1014	254.7394963337348	3.327988238405629	0.3029629358854533	5.222988210186682e-30	3.8382890102767244e-28	dispensable	C	cytochrome D ubiquinol oxidase subunit II	Ubiquinol oxidase (electrogenic, proton-motive force generating)[1.10.3.14]	cytochrome bd ubiquinol oxidase subunit II[K00426]	Oxidative phosphorylation[map00190]; Metabolic pathways[map01100]; Two-component system[map02020]	2 Ubiquinol + Oxygen + 4 H+ <=> 2 Ubiquinone + 2 H2O + 4 H+[R11325]	-	-	-
cluster_1015	3929.8800958468037	0.15134932182634225	0.3329894352521993	0.6205272064388523	0.7248258531883293	dispensable	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex	-	F-type H+-transporting ATPase subunit gamma[K02115]	Oxidative phosphorylation[map00190]; Photosynthesis[map00195]; Metabolic pathways[map01100]	-	-	-	-
cluster_1016	3504.1564011227188	0.10284064046660298	0.26958725521357874	0.683508704681437	0.7761004336303776	dispensable	J	translation initiation inhibitor, yjgF family	2-iminobutanoate/2-iminopropanoate deaminase[3.5.99.10]	2-iminobutanoate/2-iminopropanoate deaminase[K09022]	-	2-Iminobutanoate + H2O <=> 2-Oxobutanoate + Ammonia[R11098]; 2-Iminopropanoate + H2O <=> Pyruvate + Ammonia[R11099]	-	-	-
cluster_10160	27.41898170223682	-6.1200044378194525	0.8314429139923251	2.7861831825813876e-14	4.946257784807407e-13	dispensable	L	helicase	-	-	-	-	-	-	-
cluster_1017	8159.0417637903465	1.1417937043120236	0.3053640596457002	8.025500594254414e-5	3.5719129405414017e-4	dispensable	E	Belongs to the cysteine synthase cystathionine beta- synthase family	Cysteine synthase[2.5.1.47]	cysteine synthase[K01738]	Cysteine and methionine metabolism[map00270]; Sulfur metabolism[map00920]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]; Biosynthesis of amino acids[map01230]	O-Acetyl-L-serine + Hydrogen sulfide <=> L-Cysteine + Acetate[R00897]; O-Acetyl-L-serine + Hydrogen selenide <=> L-Selenocysteine + Acetate[R03601]; O-Acetyl-L-serine + Thiosulfate + Thioredoxin + H+ <=> L-Cysteine + Sulfite + Thioredoxin disulfide + Acetate[R04859]	-	-	-
cluster_10184	367.39803317480863	0.682218780970859	0.23269766857026	0.0023367740214042063	0.007204103324524188	dispensable	U	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY	Signal-recognition-particle GTPase[3.6.5.4]	signal recognition particle subunit SRP54[K03106]	Quorum sensing[map02024]; Protein export[map03060]; Bacterial secretion system[map03070]	-	-	-	-
cluster_1019	46.748938875485514	-0.721601097752578	0.8881579981462303	0.21454981955771013	0.32423597790643904	dispensable	-	-	-	-	-	-	-	-	-
cluster_102	2105.2489085053467	0.8152799791895603	0.3659494762221354	0.015293370049238746	0.03708906320460049	core	J	Belongs to the universal ribosomal protein uS9 family	-	small subunit ribosomal protein S9[K02996]	Ribosome[map03010]	-	-	-	-
cluster_1020	174.0165321369268	-1.0063121766710694	0.7244411783475548	0.06435053299021368	0.12490643995643441	dispensable	K	helix_turn _helix lactose operon repressor	-	LacI family transcriptional regulator, kdg operon repressor[K02525]; LacI family transcriptional regulator[K02529]; LacI family transcriptional regulator, sucrose operon repressor[K03484]	-	-	-	-	-
cluster_10204	176.71601873926943	1.1313973506098263	1.4074125119232561	0.10342346515599052	0.18319403020904151	dispensable	DM	E domain	N-acetylmuramoyl-L-alanine amidase[3.5.1.28]	N-acetylmuramoyl-L-alanine amidase[K01448]; pilus assembly protein FimV[K08086]; fibronectin-binding protein A[K13732]; fibronectin-binding protein B[K13733]; surface protein G[K14195]; large repetitive protein[K20276]	Cationic antimicrobial peptide (CAMP) resistance[map01503]; Quorum sensing[map02024]; Bacterial invasion of epithelial cells[map05100]; Staphylococcus aureus infection[map05150]	N-Acetylmuramoyl-Ala + H2O <=> N-Acetylmuramate + L-Alanine[R04112]	-	-	-
cluster_10208	324.3854246749247	-6.380110423383619	1.1305758702746385	1.6573128102060894e-9	1.6163915062503836e-8	dispensable	E	Belongs to the carbamate kinase family	Carbamate kinase[2.7.2.2]	carbamate kinase[K00926]	Arginine biosynthesis[map00220]; Purine metabolism[map00230]; Nitrogen metabolism[map00910]; Metabolic pathways[map01100]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]	ATP + Ammonia + HCO3- <=> ADP + Carbamoyl phosphate + H2O[R00150]; ATP + Carbamate <=> ADP + Carbamoyl phosphate[R01395]	-	-	-
cluster_1021	2415.4027336054164	-0.6824512468876769	0.39689919929029843	0.056454049752447416	0.1123993898864096	dispensable	D	modulates the frequency and position of FtsZ ring formation. Inhibits FtsZ ring formation at polar sites. Interacts either with FtsZ or with one of its binding partners to promote depolymerization	-	septation ring formation regulator[K06286]; uncharacterized protein[K07158]	-	-	-	-	-
cluster_10212	256.5033446421108	-0.32028539029816466	0.6279097039872834	0.518225645309649	0.6354648968484636	dispensable	E	Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism	Glycine hydroxymethyltransferase[2.1.2.1]	glycine hydroxymethyltransferase[K00600]	Glycine, serine and threonine metabolism[map00260]; Cyanoamino acid metabolism[map00460]; Glyoxylate and dicarboxylate metabolism[map00630]; One carbon pool by folate[map00670]; Methane metabolism[map00680]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]; Biosynthesis of amino acids[map01230]	5,10-Methylenetetrahydrofolate + Glycine + H2O <=> Tetrahydrofolate + L-Serine[R00945]; L-Serine + 5,6,7,8-Tetrahydromethanopterin <=> 5,10-Methylenetetrahydromethanopterin + Glycine + H2O[R09099]	-	-	-
cluster_1022	2767.0807704036088	0.6508289266003238	0.1664136757143325	6.808830161983581e-5	3.0605836858987363e-4	dispensable	J	Belongs to the class-II aminoacyl-tRNA synthetase family	Glycine--tRNA ligase[6.1.1.14]	glycyl-tRNA synthetase[K01880]	Aminoacyl-tRNA biosynthesis[map00970]	ATP + Glycine + tRNA(Gly) <=> AMP + Diphosphate + Glycyl-tRNA(Gly)[R03654]	-	-	-
cluster_10225	2097.493506447502	0.9469702371128147	0.5155753502113992	0.031646222372085836	0.06816773189897153	dispensable	-	-	-	-	-	-	-	-	-
cluster_1023	64.68903449083112	1.945301633747377	0.5454285611826425	2.671435906945325e-5	1.2967338657369012e-4	dispensable	O	Belongs to the sulfur carrier protein TusA family	-	uncharacterized protein[K07112]	-	-	-	-	-
cluster_10230	84.31114522050136	0.22557911704607564	0.723231901825538	0.6702234178127836	0.7651394509712415	dispensable	-	-	-	-	-	-	-	-	-
cluster_1024	9078.171568676556	0.859056739950906	0.174372637972676	5.452664822822787e-7	3.6895976103040694e-6	dispensable	O	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins	-	cell division protease FtsH[K03798]	-	-	-	-	-
cluster_1025	202.07051120061644	-0.6217768057057117	0.7268054821071659	0.24686164513985345	0.3614841513632701	dispensable	-	-	-	-	-	-	-	-	-
cluster_1026	443.9136456723055	0.7039686975901311	0.18939876566739197	1.4356404123338e-4	6.130572571587578e-4	dispensable	CH	FAD binding domain	Aurachin C monooxygenase/isomerase[1.14.13.222]	aurachin C monooxygenase/isomerase[K21272]	-	-	-	-	-
cluster_10263	873.1368447833601	3.5385884875065576	1.2155643285973983	6.126047375919837e-5	2.796252230023728e-4	dispensable	J	Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome	-	elongation factor G[K02355]	-	-	-	-	-
cluster_10267	1521.0278170191305	1.76878710290246	0.5774895015406057	2.4171456248367828e-4	9.680836723047192e-4	dispensable	D	Could be involved in septation	-	stage V sporulation protein G[K06412]	-	-	-	-	-
cluster_1027	253.26749645061273	0.11186648029372778	0.17516290715398128	0.504236708005938	0.6238794037974801	dispensable	I	first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA	Dihydrolipoyllysine-residue acetyltransferase[2.3.1.12]; Oxaloacetate decarboxylase[4.1.1.3]	pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase)[K00627]; oxaloacetate decarboxylase (Na+ extruding) subunit alpha[K01571]; acetyl-CoA carboxylase biotin carboxyl carrier protein[K02160]	Glycolysis / Gluconeogenesis[map00010]; Citrate cycle (TCA cycle)[map00020]; Fatty acid biosynthesis[map00061]; Pyruvate metabolism[map00620]; Propanoate metabolism[map00640]; Carbon fixation pathways in prokaryotes[map00720]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]; Fatty acid metabolism[map01212]	Pyruvate + CoA + NAD+ <=> Acetyl-CoA + CO2 + NADH + H+[R00209]; Oxaloacetate <=> Pyruvate + CO2[R00217]; ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA[R00742]; Acetyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine[R02569]	-	-	-
cluster_10270	48.38919921235501	8.000626836764793	1.8553747650713162	3.4500676882637537e-7	2.4168737933088255e-6	dispensable	-	-	-	-	-	-	-	-	-
cluster_10272	13.369905077091037	-0.6697953894366797	0.8704703298660719	0.2444388579881274	0.35926827499650354	dispensable	-	-	-	-	-	-	-	-	-
cluster_1028	3577.8434061469243	-4.71907733333322	0.8971096562170324	8.123628692434889e-9	7.217871307914287e-8	dispensable	K	Probably functions as a transcriptional regulator via a specific DNA-binding domain, recognizing motifs near the promoter sequences of target genes	-	two-component system, OmpR family, response regulator SaeR[K10682]	Two-component system[map02020]	-	-	-	-
cluster_1029	5035.991265026536	1.668935224141982	0.3234064448865967	3.8130278461083054e-8	3.0742693230990864e-7	dispensable	S	membrane	-	-	-	-	-	-	-
cluster_103	9315.481733339513	-1.4355073263651412	0.22843500087473503	8.978130502966667e-11	1.0205356974595205e-9	core	M	Is able to cleave peptidoglycan	-	resuscitation-promoting factor RpfA[K21687]	-	-	-	-	-
cluster_1030	1135.8052277635072	4.6012151387206295	0.5013531074453719	5.42335311480428e-21	1.8832742684375302e-19	dispensable	S	antibacterial protein	-	phenol-soluble modulin beta[K20337]	Quorum sensing[map02024]	-	-	-	-
cluster_10302	143.48677368966455	-0.5614053063567156	0.5156572749472152	0.19942127583412156	0.30472496694188783	dispensable	M	COG3764 Sortase (surface protein transpeptidase)	Sortase A[3.4.22.70]	sortase A[K07284]	-	-	-	-	-
cluster_1031	617.9141178519617	0.2958520454925517	0.43650871775790434	0.4418987775180538	0.567873174850366	dispensable	E	Cysteine desulfurase	Cysteine desulfurase[2.8.1.7]	cysteine desulfurase[K04487]	Thiamine metabolism[map00730]; Metabolic pathways[map01100]; Sulfur relay system[map04122]	[Enzyme]-cysteine + L-Cysteine <=> [Enzyme]-S-sulfanylcysteine + L-Alanine[R07460]; L-Cysteine + [Protein]-L-cysteine <=> L-Alanine + [Protein]-S-sulfanyl-L-cysteine[R11528]; [Enzyme]-S-sulfanylcysteine + [Protein]-L-cysteine <=> [Enzyme]-cysteine + [Protein]-S-sulfanyl-L-cysteine[R11529]	-	-	-
cluster_1032	1774.746632356606	-1.6263756454832845	0.42762079402367903	2.3297263112919667e-5	1.1431576310066171e-4	dispensable	O	serine protease	Peptidase Do[3.4.21.107]	serine protease DegS[K04691]; serine protease Do[K04771]	Cationic antimicrobial peptide (CAMP) resistance[map01503]; Two-component system[map02020]	-	-	-	-
cluster_1033	4660.769862539644	0.04151796833782091	0.4751144008383637	0.919638792546327	0.9481430944360174	dispensable	E	Involved in the biosynthesis of the osmoprotectant glycine betaine. Catalyzes the oxidation of choline to betaine aldehyde and betaine aldehyde to glycine betaine at the same rate	Choline dehydrogenase[1.1.99.1]	choline dehydrogenase[K00108]	Glycine, serine and threonine metabolism[map00260]; Metabolic pathways[map01100]	Choline + Acceptor <=> Betaine aldehyde + Reduced acceptor[R01025]	-	-	-
cluster_10339	12.062856919944485	-0.0044153164523868405	0.85090194806768	0.993627827462355	0.9952386454614827	dispensable	-	-	-	-	-	-	-	-	-
cluster_1034	94.84240064395277	2.118009559313522	0.7426660993232869	2.2514461573084252e-4	9.097915418279569e-4	dispensable	P	Part of the ABC transporter complex PhnCDE involved in phosphonates import. Responsible for energy coupling to the transport system	ABC-type phosphonate transporter[3.6.3.28]	phosphonate transport system ATP-binding protein[K02041]	ABC transporters[map02010]	-	-	-	-
cluster_1035	211.7036672455386	0.9892832482705062	0.2769810533884208	1.8974493390440326e-4	7.87902747881622e-4	dispensable	P	NMT1/THI5 like	-	NitT/TauT family transport system substrate-binding protein[K02051]; putative hydroxymethylpyrimidine transport system substrate-binding protein[K15598]	ABC transporters[map02010]	-	-	-	-
